alpha,m,fitting
-1.099999999999999201e+00,-8.999999999999990230e-01,5.728974235885332666e-02
-1.099999999999999201e+00,-7.999999999999989342e-01,6.625430418780109409e-02
-1.099999999999999201e+00,-6.999999999999988454e-01,7.549765049784532001e-02
-1.099999999999999201e+00,-5.999999999999987566e-01,8.204273404152391536e-02
-1.099999999999999201e+00,-4.999999999999986677e-01,1.179600259173067267e-01
-1.099999999999999201e+00,-3.999999999999985789e-01,1.221372236627901869e-01
-1.099999999999999201e+00,-2.999999999999984901e-01,1.262530531391177768e-01
-1.099999999999999201e+00,-1.999999999999984013e-01,1.541908681216463128e-01
-1.099999999999999201e+00,-9.999999999999831246e-02,1.889456370475602609e-01
-1.099999999999999201e+00,1.776356839400250465e-15,2.059119866255046949e-01
-1.099999999999999201e+00,1.000000000000018652e-01,2.318262261840138283e-01
-1.099999999999999201e+00,2.000000000000019540e-01,2.500650079616404398e-01
-1.099999999999999201e+00,3.000000000000020428e-01,2.650451021716354050e-01
-1.099999999999999201e+00,4.000000000000021316e-01,2.765918575047581762e-01
-1.099999999999999201e+00,5.000000000000022204e-01,2.098264883343543274e-01
-1.099999999999999201e+00,6.000000000000023093e-01,1.470492877242735585e-01
-1.099999999999999201e+00,7.000000000000023981e-01,1.460357600112011378e-01
-1.099999999999999201e+00,8.000000000000024869e-01,1.203024862931654226e-01
-1.099999999999999201e+00,9.000000000000025757e-01,1.159785152960216281e-01
-1.099999999999999201e+00,1.000000000000002665e+00,7.400543547684153289e-02
-1.099999999999999201e+00,1.100000000000002753e+00,6.923491386029509420e-02
-1.099999999999999201e+00,1.200000000000002842e+00,6.461906375246788403e-02
-1.099999999999999201e+00,1.300000000000002931e+00,6.022619665405367501e-02
-1.099999999999999201e+00,1.400000000000003020e+00,5.609177989565437839e-02
-1.099999999999999201e+00,1.500000000000003109e+00,5.222994305689265121e-02
-1.099999999999999201e+00,1.600000000000003197e+00,4.864130788354426721e-02
-1.099999999999999201e+00,1.700000000000003286e+00,4.531821698333673293e-02
-1.099999999999999201e+00,1.800000000000003375e+00,4.224818196207313914e-02
-1.099999999999999201e+00,1.900000000000003464e+00,3.941613395821737253e-02
-9.999999999999991118e-01,-2.000000000000000000e+00,0.000000000000000000e+00
-9.999999999999991118e-01,-1.899999999999999911e+00,0.000000000000000000e+00
-9.999999999999991118e-01,-1.799999999999999822e+00,0.000000000000000000e+00
-9.999999999999991118e-01,-1.699999999999999734e+00,2.413123061040864034e-02
-9.999999999999991118e-01,-1.599999999999999645e+00,2.757727459533733730e-02
-9.999999999999991118e-01,-1.499999999999999556e+00,2.930182241852074057e-02
-9.999999999999991118e-01,-1.399999999999999467e+00,3.052988996893888154e-02
-9.999999999999991118e-01,-1.299999999999999378e+00,3.149057216150261823e-02
-9.999999999999991118e-01,-1.199999999999999289e+00,3.674584824310070386e-02
-9.999999999999991118e-01,-1.099999999999999201e+00,4.845116643054087763e-02
-9.999999999999991118e-01,-9.999999999999991118e-01,5.926997700130288288e-02
-9.999999999999991118e-01,-8.999999999999990230e-01,6.889326091496979221e-02
-9.999999999999991118e-01,-7.999999999999989342e-01,7.746401761776573747e-02
-9.999999999999991118e-01,-6.999999999999988454e-01,8.554885324485637932e-02
-9.999999999999991118e-01,-5.999999999999987566e-01,9.404391186800514779e-02
-9.999999999999991118e-01,-4.999999999999986677e-01,1.293768492052949914e-01
-9.999999999999991118e-01,-3.999999999999985789e-01,1.334089862340716581e-01
-9.999999999999991118e-01,-2.999999999999984901e-01,1.388062820607201542e-01
-9.999999999999991118e-01,-1.999999999999984013e-01,1.700970132260003764e-01
-9.999999999999991118e-01,-9.999999999999831246e-02,2.058318590186116182e-01
-9.999999999999991118e-01,1.776356839400250465e-15,2.370334711565323937e-01
-9.999999999999991118e-01,1.000000000000018652e-01,2.478684209189414567e-01
-9.999999999999991118e-01,2.000000000000019540e-01,2.650834927422981435e-01
-9.999999999999991118e-01,3.000000000000020428e-01,2.789385807284491259e-01
-9.999999999999991118e-01,4.000000000000021316e-01,2.894728164354787858e-01
-9.999999999999991118e-01,5.000000000000022204e-01,2.177749352146244322e-01
-9.999999999999991118e-01,6.000000000000023093e-01,1.482761469711651736e-01
-9.999999999999991118e-01,7.000000000000023981e-01,1.470449446619813416e-01
-9.999999999999991118e-01,8.000000000000024869e-01,1.198279985137352538e-01
-9.999999999999991118e-01,9.000000000000025757e-01,1.141057709491727495e-01
-9.999999999999991118e-01,1.000000000000002665e+00,7.016646054443369251e-02
-9.999999999999991118e-01,1.100000000000002753e+00,6.543313443180510947e-02
-9.999999999999991118e-01,1.200000000000002842e+00,6.088994358840516680e-02
-9.999999999999991118e-01,1.300000000000002931e+00,5.659356281080064194e-02
-9.999999999999991118e-01,1.400000000000003020e+00,5.257124024007042012e-02
-9.999999999999991118e-01,1.500000000000003109e+00,4.883126401855782811e-02
-9.999999999999991118e-01,1.600000000000003197e+00,4.537006445905380353e-02
-9.999999999999991118e-01,1.700000000000003286e+00,4.217694798664353706e-02
-9.999999999999991118e-01,1.800000000000003375e+00,3.923721166372036440e-02
-9.999999999999991118e-01,1.900000000000003464e+00,3.653416752249649679e-02
-8.999999999999990230e-01,-2.000000000000000000e+00,0.000000000000000000e+00
-8.999999999999990230e-01,-1.899999999999999911e+00,0.000000000000000000e+00
-8.999999999999990230e-01,-1.799999999999999822e+00,2.630606166641664620e-02
-8.999999999999990230e-01,-1.699999999999999734e+00,2.906891094440510956e-02
-8.999999999999990230e-01,-1.599999999999999645e+00,3.074104234611337028e-02
-8.999999999999990230e-01,-1.499999999999999556e+00,3.197545104397583882e-02
-8.999999999999990230e-01,-1.399999999999999467e+00,3.295606985134744843e-02
-8.999999999999990230e-01,-1.299999999999999378e+00,3.856561370610267492e-02
-8.999999999999990230e-01,-1.199999999999999289e+00,5.149755340290607802e-02
-8.999999999999990230e-01,-1.099999999999999201e+00,6.314964792470163790e-02
-8.999999999999990230e-01,-9.999999999999991118e-01,7.335380039346069136e-02
-8.999999999999990230e-01,-8.999999999999990230e-01,8.235101627530212742e-02
-8.999999999999990230e-01,-7.999999999999989342e-01,9.078562016395909373e-02
-8.999999999999990230e-01,-6.999999999999988454e-01,9.887050727363101699e-02
-8.999999999999990230e-01,-5.999999999999987566e-01,1.099085761702274511e-01
-8.999999999999990230e-01,-4.999999999999986677e-01,1.426308339196246944e-01
-8.999999999999990230e-01,-3.999999999999985789e-01,1.475602981547151638e-01
-8.999999999999990230e-01,-2.999999999999984901e-01,1.543841735134833804e-01
-8.999999999999990230e-01,-1.999999999999984013e-01,1.936920425583691374e-01
-8.999999999999990230e-01,-9.999999999999831246e-02,2.254711038254387512e-01
-8.999999999999990230e-01,1.776356839400250465e-15,2.460621774850859644e-01
-8.999999999999990230e-01,1.000000000000018652e-01,2.659435087050248669e-01
-8.999999999999990230e-01,2.000000000000019540e-01,2.818320092127040710e-01
-8.999999999999990230e-01,3.000000000000020428e-01,2.943387401732561193e-01
-8.999999999999990230e-01,4.000000000000021316e-01,3.036916578262874311e-01
-8.999999999999990230e-01,5.000000000000022204e-01,3.103623139795043118e-01
-8.999999999999990230e-01,6.000000000000023093e-01,2.305392908046550726e-01
-8.999999999999990230e-01,7.000000000000023981e-01,1.480304145115174663e-01
-8.999999999999990230e-01,8.000000000000024869e-01,1.458149232792864680e-01
-8.999999999999990230e-01,9.000000000000025757e-01,1.138690299623308644e-01
-8.999999999999990230e-01,1.000000000000002665e+00,1.072534624815889154e-01
-8.999999999999990230e-01,1.100000000000002753e+00,6.116636119527422977e-02
-8.999999999999990230e-01,1.200000000000002842e+00,5.672451701143821357e-02
-8.999999999999990230e-01,1.300000000000002931e+00,5.255366342501654325e-02
-8.999999999999990230e-01,1.400000000000003020e+00,4.867221071469084864e-02
-8.999999999999990230e-01,1.500000000000003109e+00,4.508213419071590428e-02
-8.999999999999990230e-01,1.600000000000003197e+00,4.177532708241617904e-02
-8.999999999999990230e-01,1.700000000000003286e+00,3.873782002000687036e-02
-8.999999999999990230e-01,1.800000000000003375e+00,3.595254328800575466e-02
-8.999999999999990230e-01,1.900000000000003464e+00,3.340110768582799788e-02
-7.999999999999989342e-01,-2.000000000000000000e+00,2.290432981286231670e-02
-7.999999999999989342e-01,-1.899999999999999911e+00,2.898542076440385057e-02
-7.999999999999989342e-01,-1.799999999999999822e+00,3.118859750465270697e-02
-7.999999999999989342e-01,-1.699999999999999734e+00,3.271544311487671608e-02
-7.999999999999989342e-01,-1.599999999999999645e+00,3.389466967286294125e-02
-7.999999999999989342e-01,-1.499999999999999556e+00,3.485262652650625292e-02
-7.999999999999989342e-01,-1.399999999999999467e+00,4.334978366505800457e-02
-7.999999999999989342e-01,-1.299999999999999378e+00,5.752430655434855739e-02
-7.999999999999989342e-01,-1.199999999999999289e+00,6.980105887559949485e-02
-7.999999999999989342e-01,-1.099999999999999201e+00,8.038183543475529991e-02
-7.999999999999989342e-01,-9.999999999999991118e-01,8.963452381996278584e-02
-7.999999999999989342e-01,-8.999999999999990230e-01,9.886041064560192881e-02
-7.999999999999989342e-01,-7.999999999999989342e-01,1.062204934137567919e-01
-7.999999999999989342e-01,-6.999999999999988454e-01,1.174554910526642154e-01
-7.999999999999989342e-01,-5.999999999999987566e-01,1.542441548577446753e-01
-7.999999999999989342e-01,-4.999999999999986677e-01,1.590833536366376422e-01
-7.999999999999989342e-01,-3.999999999999985789e-01,1.654669936482993375e-01
-7.999999999999989342e-01,-2.999999999999984901e-01,1.736477981263728487e-01
-7.999999999999989342e-01,-1.999999999999984013e-01,2.210788871740699824e-01
-7.999999999999989342e-01,-9.999999999999831246e-02,2.482982302256109275e-01
-7.999999999999989342e-01,1.776356839400250465e-15,2.666462489541643888e-01
-7.999999999999989342e-01,1.000000000000018652e-01,2.862844817274056153e-01
-7.999999999999989342e-01,2.000000000000019540e-01,3.005148697261337820e-01
-7.999999999999989342e-01,3.000000000000020428e-01,3.114380865842903412e-01
-7.999999999999989342e-01,4.000000000000021316e-01,3.194384871108585933e-01
-7.999999999999989342e-01,5.000000000000022204e-01,3.250680382489928300e-01
-7.999999999999989342e-01,6.000000000000023093e-01,2.396722174550181272e-01
-7.999999999999989342e-01,7.000000000000023981e-01,1.490777820796242714e-01
-7.999999999999989342e-01,8.000000000000024869e-01,1.466924460234680927e-01
-7.999999999999989342e-01,9.000000000000025757e-01,1.119770680723975731e-01
-7.999999999999989342e-01,1.000000000000002665e+00,1.050533436883620275e-01
-7.999999999999989342e-01,1.100000000000002753e+00,1.001705418686786864e-01
-7.999999999999989342e-01,1.200000000000002842e+00,5.205409049430952811e-02
-7.999999999999989342e-01,1.300000000000002931e+00,4.804743297985572537e-02
-7.999999999999989342e-01,1.400000000000003020e+00,4.434437117526397049e-02
-7.999999999999989342e-01,1.500000000000003109e+00,4.094008251080474836e-02
-7.999999999999989342e-01,1.600000000000003197e+00,3.782159449774897403e-02
-7.999999999999989342e-01,1.700000000000003286e+00,3.497146229890461117e-02
-7.999999999999989342e-01,1.800000000000003375e+00,3.237015279631810794e-02
-7.999999999999989342e-01,1.900000000000003464e+00,2.999755845604179516e-02
-6.999999999999988454e-01,-2.000000000000000000e+00,3.225379314391815799e-02
-6.999999999999988454e-01,-1.899999999999999911e+00,3.399367541838238527e-02
-6.999999999999988454e-01,-1.799999999999999822e+00,3.532110831792996397e-02
-6.999999999999988454e-01,-1.699999999999999734e+00,3.639297598257772853e-02
-6.999999999999988454e-01,-1.599999999999999645e+00,3.728604563826119073e-02
-6.999999999999988454e-01,-1.499999999999999556e+00,5.313413121513065052e-02
-6.999999999999988454e-01,-1.399999999999999467e+00,6.793191395236208852e-02
-6.999999999999988454e-01,-1.299999999999999378e+00,8.033222941500363368e-02
-6.999999999999988454e-01,-1.199999999999999289e+00,9.091828980239718971e-02
-6.999999999999988454e-01,-1.099999999999999201e+00,1.001442592907546836e-01
-6.999999999999988454e-01,-9.999999999999991118e-01,1.096985373890006221e-01
-6.999999999999988454e-01,-8.999999999999990230e-01,1.168204329813910120e-01
-6.999999999999988454e-01,-7.999999999999989342e-01,1.287191428265841431e-01
-6.999999999999988454e-01,-6.999999999999988454e-01,1.688509615453147872e-01
-6.999999999999988454e-01,-5.999999999999987566e-01,1.740756723928259531e-01
-6.999999999999988454e-01,-4.999999999999986677e-01,1.801578698472095785e-01
-6.999999999999988454e-01,-3.999999999999985789e-01,1.880856462839320675e-01
-6.999999999999988454e-01,-2.999999999999984901e-01,1.973310436689148795e-01
-6.999999999999988454e-01,-1.999999999999984013e-01,2.511073247109475992e-01
-6.999999999999988454e-01,-9.999999999999831246e-02,2.747398695378193700e-01
-6.999999999999988454e-01,1.776356839400250465e-15,2.866741024477610367e-01
-6.999999999999988454e-01,1.000000000000018652e-01,3.091348498744936890e-01
-6.999999999999988454e-01,2.000000000000019540e-01,3.213572392761062102e-01
-6.999999999999988454e-01,3.000000000000020428e-01,3.304612463044332427e-01
-6.999999999999988454e-01,4.000000000000021316e-01,3.369474414783731886e-01
-6.999999999999988454e-01,5.000000000000022204e-01,3.414002351247451550e-01
-6.999999999999988454e-01,6.000000000000023093e-01,3.443458680942135808e-01
-6.999999999999988454e-01,7.000000000000023981e-01,2.514300583984826476e-01
-6.999999999999988454e-01,8.000000000000024869e-01,1.476551445184391131e-01
-6.999999999999988454e-01,9.000000000000025757e-01,1.449826795282964098e-01
-6.999999999999988454e-01,1.000000000000002665e+00,1.055627932797706808e-01
-6.999999999999988454e-01,1.100000000000002753e+00,9.804178453738457422e-02
-6.999999999999988454e-01,1.200000000000002842e+00,9.330432770225496886e-02
-6.999999999999988454e-01,1.300000000000002931e+00,4.301134830043768648e-02
-6.999999999999988454e-01,1.400000000000003020e+00,3.953580101950942421e-02
-6.999999999999988454e-01,1.500000000000003109e+00,3.636332370883640225e-02
-6.999999999999988454e-01,1.600000000000003197e+00,3.347583903328606170e-02
-6.999999999999988454e-01,1.700000000000003286e+00,3.085233967165914096e-02
-6.999999999999988454e-01,1.800000000000003375e+00,2.847085723099779253e-02
-6.999999999999988454e-01,1.900000000000003464e+00,2.630967694356535491e-02
-5.999999999999987566e-01,-2.000000000000000000e+00,3.754829298749643579e-02
-5.999999999999987566e-01,-1.899999999999999911e+00,3.865303431556545849e-02
-5.999999999999987566e-01,-1.799999999999999822e+00,3.958011423690495356e-02
-5.999999999999987566e-01,-1.699999999999999734e+00,5.251630959717461938e-02
-5.999999999999987566e-01,-1.599999999999999645e+00,7.006885174288668416e-02
-5.999999999999987566e-01,-1.499999999999999556e+00,8.420879344236129049e-02
-5.999999999999987566e-01,-1.399999999999999467e+00,9.597580086053285331e-02
-5.999999999999987566e-01,-1.299999999999999378e+00,1.060519094855141148e-01
-5.999999999999987566e-01,-1.199999999999999289e+00,1.148675640685294375e-01
-5.999999999999987566e-01,-1.099999999999999201e+00,1.234337261618806691e-01
-5.999999999999987566e-01,-9.999999999999991118e-01,1.320489985011426559e-01
-5.999999999999987566e-01,-8.999999999999990230e-01,1.454058816906015628e-01
-5.999999999999987566e-01,-7.999999999999989342e-01,1.602730094770219438e-01
-5.999999999999987566e-01,-6.999999999999988454e-01,1.936313206746909377e-01
-5.999999999999987566e-01,-5.999999999999987566e-01,1.995083671677542192e-01
-5.999999999999987566e-01,-4.999999999999986677e-01,2.072985164580384565e-01
-5.999999999999987566e-01,-3.999999999999985789e-01,2.164267487455671379e-01
-5.999999999999987566e-01,-2.999999999999984901e-01,2.474575684465869507e-01
-5.999999999999987566e-01,-1.999999999999984013e-01,2.846581367905133830e-01
-5.999999999999987566e-01,-9.999999999999831246e-02,3.051770893038663335e-01
-5.999999999999987566e-01,1.776356839400250465e-15,3.413566721993789299e-01
-5.999999999999987566e-01,1.000000000000018652e-01,3.347365020944263470e-01
-5.999999999999987566e-01,2.000000000000019540e-01,3.446028649613288031e-01
-5.999999999999987566e-01,3.000000000000020428e-01,3.516712200701028190e-01
-5.999999999999987566e-01,4.000000000000021316e-01,3.565098093563001669e-01
-5.999999999999987566e-01,5.000000000000022204e-01,3.596904507618452485e-01
-5.999999999999987566e-01,6.000000000000023093e-01,3.616982590740741577e-01
-5.999999999999987566e-01,7.000000000000023981e-01,3.628895561356356159e-01
-5.999999999999987566e-01,8.000000000000024869e-01,2.629245579409494327e-01
-5.999999999999987566e-01,9.000000000000025757e-01,1.461097126823927284e-01
-5.999999999999987566e-01,1.000000000000002665e+00,1.435117773914106887e-01
-5.999999999999987566e-01,1.100000000000002753e+00,9.947437014749947737e-02
-5.999999999999987566e-01,1.200000000000002842e+00,9.541623417851581579e-02
-5.999999999999987566e-01,1.300000000000002931e+00,8.717064116775669058e-02
-5.999999999999987566e-01,1.400000000000003020e+00,8.213784047323960391e-02
-5.999999999999987566e-01,1.500000000000003109e+00,3.131825450151296680e-02
-5.999999999999987566e-01,1.600000000000003197e+00,2.871507233475411452e-02
-5.999999999999987566e-01,1.700000000000003286e+00,2.636620427051349774e-02
-5.999999999999987566e-01,1.800000000000003375e+00,2.424752420450491594e-02
-5.999999999999987566e-01,1.900000000000003464e+00,2.233605658649052625e-02
-4.999999999999986677e-01,-2.000000000000000000e+00,4.281734948745256897e-02
-4.999999999999986677e-01,-1.899999999999999911e+00,6.123465628303722402e-02
-4.999999999999986677e-01,-1.799999999999999822e+00,8.042233150337228798e-02
-4.999999999999986677e-01,-1.699999999999999734e+00,9.533568710889242515e-02
-4.999999999999986677e-01,-1.599999999999999645e+00,1.075526121478832947e-01
-4.999999999999986677e-01,-1.499999999999999556e+00,1.179192377370959360e-01
-4.999999999999986677e-01,-1.399999999999999467e+00,1.269326698638606754e-01
-4.999999999999986677e-01,-1.299999999999999378e+00,1.349050240872599615e-01
-4.999999999999986677e-01,-1.199999999999999289e+00,1.421821503219367622e-01
-4.999999999999986677e-01,-1.099999999999999201e+00,1.549997889657370731e-01
-4.999999999999986677e-01,-9.999999999999991118e-01,1.705065148659285490e-01
-4.999999999999986677e-01,-8.999999999999990230e-01,1.863462833475457436e-01
-4.999999999999986677e-01,-7.999999999999989342e-01,2.192758525465103858e-01
-4.999999999999986677e-01,-6.999999999999988454e-01,2.250498622121102354e-01
-4.999999999999986677e-01,-5.999999999999987566e-01,2.328476859177188718e-01
-4.999999999999986677e-01,-4.999999999999986677e-01,2.419003624189174917e-01
-4.999999999999986677e-01,-3.999999999999985789e-01,2.515346371419519556e-01
-4.999999999999986677e-01,-2.999999999999984901e-01,2.955006964487518761e-01
-4.999999999999986677e-01,-1.999999999999984013e-01,3.227944129972548648e-01
-4.999999999999986677e-01,-9.999999999999831246e-02,3.398789330368253703e-01
-4.999999999999986677e-01,1.776356839400250465e-15,3.287333790788229404e-01
-4.999999999999986677e-01,1.000000000000018652e-01,3.633049496849098947e-01
-4.999999999999986677e-01,2.000000000000019540e-01,3.705071235260726792e-01
-4.999999999999986677e-01,3.000000000000020428e-01,3.753775315622812081e-01
-4.999999999999986677e-01,4.000000000000021316e-01,3.784945218929149924e-01
-4.999999999999986677e-01,5.000000000000022204e-01,3.803733824763581572e-01
-4.999999999999986677e-01,6.000000000000023093e-01,3.814179800369799644e-01
-4.999999999999986677e-01,7.000000000000023981e-01,3.819135556714501334e-01
-4.999999999999986677e-01,8.000000000000024869e-01,2.751578999951387883e-01
-4.999999999999986677e-01,9.000000000000025757e-01,2.751968348691065103e-01
-4.999999999999986677e-01,1.000000000000002665e+00,1.452403132333712765e-01
-4.999999999999986677e-01,1.100000000000002753e+00,1.429307114482580576e-01
-4.999999999999986677e-01,1.200000000000002842e+00,9.433757177327392607e-02
-4.999999999999986677e-01,1.300000000000002931e+00,9.081302601945029362e-02
-4.999999999999986677e-01,1.400000000000003020e+00,8.232960157833855985e-02
-4.999999999999986677e-01,1.500000000000003109e+00,7.827902311530651747e-02
-4.999999999999986677e-01,1.600000000000003197e+00,2.354155563745482724e-02
-4.999999999999986677e-01,1.700000000000003286e+00,2.152446290979133717e-02
-4.999999999999986677e-01,1.800000000000003375e+00,1.971849317270946492e-02
-4.999999999999986677e-01,1.900000000000003464e+00,1.810016265045327408e-02
-3.999999999999985789e-01,-2.000000000000000000e+00,1.043700966412993009e-01
-3.999999999999985789e-01,-1.899999999999999911e+00,1.179130048859238777e-01
-3.999999999999985789e-01,-1.799999999999999822e+00,1.291565498633798215e-01
-3.999999999999985789e-01,-1.699999999999999734e+00,1.387869457599258116e-01
-3.999999999999985789e-01,-1.599999999999999645e+00,1.472126121213559180e-01
-3.999999999999985789e-01,-1.499999999999999556e+00,1.546957452009890543e-01
-3.999999999999985789e-01,-1.399999999999999467e+00,1.614196493587751191e-01
-3.999999999999985789e-01,-1.299999999999999378e+00,1.745361376731964231e-01
-3.999999999999985789e-01,-1.199999999999999289e+00,1.917468850220265808e-01
-3.999999999999985789e-01,-1.099999999999999201e+00,2.086669884691904064e-01
-3.999999999999985789e-01,-9.999999999999991118e-01,2.503145688142203173e-01
-3.999999999999985789e-01,-8.999999999999990230e-01,2.529573909670638776e-01
-3.999999999999985789e-01,-7.999999999999989342e-01,2.590331948336487278e-01
-3.999999999999985789e-01,-6.999999999999988454e-01,2.670119967171345476e-01
-3.999999999999985789e-01,-5.999999999999987566e-01,2.759616603571085069e-01
-3.999999999999985789e-01,-4.999999999999986677e-01,2.852513199112821640e-01
-3.999999999999985789e-01,-3.999999999999985789e-01,2.944798793982944529e-01
-3.999999999999985789e-01,-2.999999999999984901e-01,3.479750497760458749e-01
-3.999999999999985789e-01,-1.999999999999984013e-01,3.660346856830188900e-01
-3.999999999999985789e-01,-9.999999999999831246e-02,3.788749708758095691e-01
-3.999999999999985789e-01,1.776356839400250465e-15,3.913543900798128194e-01
-3.999999999999985789e-01,1.000000000000018652e-01,3.949820060310971215e-01
-3.999999999999985789e-01,2.000000000000019540e-01,3.993242829133277771e-01
-3.999999999999985789e-01,3.000000000000020428e-01,4.019522542708994783e-01
-3.999999999999985789e-01,4.000000000000021316e-01,4.033874902265964235e-01
-3.999999999999985789e-01,5.000000000000022204e-01,4.040449033417520819e-01
-3.999999999999985789e-01,6.000000000000023093e-01,4.042205302177315218e-01
-3.999999999999985789e-01,7.000000000000023981e-01,4.041026225598735033e-01
-3.999999999999985789e-01,8.000000000000024869e-01,4.037892283896421519e-01
-3.999999999999985789e-01,9.000000000000025757e-01,4.033028097195641704e-01
-3.999999999999985789e-01,1.000000000000002665e+00,2.894599207954001163e-01
-3.999999999999985789e-01,1.100000000000002753e+00,1.460560966494474089e-01
-3.999999999999985789e-01,1.200000000000002842e+00,1.441792356120213114e-01
-3.999999999999985789e-01,1.300000000000002931e+00,1.425656343574860097e-01
-3.999999999999985789e-01,1.400000000000003020e+00,8.813456611583216083e-02
-3.999999999999985789e-01,1.500000000000003109e+00,8.527526105837623938e-02
-3.999999999999985789e-01,1.600000000000003197e+00,7.634672599862142583e-02
-3.999999999999985789e-01,1.700000000000003286e+00,7.283889518829332610e-02
-3.999999999999985789e-01,1.800000000000003375e+00,6.728773065142903964e-02
-3.999999999999985789e-01,1.900000000000003464e+00,1.367243929961223931e-02
-2.999999999999984901e-01,-2.000000000000000000e+00,1.639447032199245757e-01
-2.999999999999984901e-01,-1.899999999999999911e+00,1.716797708238453346e-01
-2.999999999999984901e-01,-1.799999999999999822e+00,1.785760732524507566e-01
-2.999999999999984901e-01,-1.699999999999999734e+00,1.847847487068468020e-01
-2.999999999999984901e-01,-1.599999999999999645e+00,1.947804561626688691e-01
-2.999999999999984901e-01,-1.499999999999999556e+00,2.136289163940128799e-01
-2.999999999999984901e-01,-1.399999999999999467e+00,2.324385722711538593e-01
-2.999999999999984901e-01,-1.299999999999999378e+00,2.495894997955911687e-01
-2.999999999999984901e-01,-1.199999999999999289e+00,2.650151335995850621e-01
-2.999999999999984901e-01,-1.099999999999999201e+00,2.935000804718767564e-01
-2.999999999999984901e-01,-9.999999999999991118e-01,2.979905696936745452e-01
-2.999999999999984901e-01,-8.999999999999990230e-01,3.049916560286239919e-01
-2.999999999999984901e-01,-7.999999999999989342e-01,3.131445169683702012e-01
-2.999999999999984901e-01,-6.999999999999988454e-01,3.217046150810519700e-01
-2.999999999999984901e-01,-5.999999999999987566e-01,3.302384868556963449e-01
-2.999999999999984901e-01,-4.999999999999986677e-01,3.385007442010417589e-01
-2.999999999999984901e-01,-3.999999999999985789e-01,3.835136174623213767e-01
-2.999999999999984901e-01,-2.999999999999984901e-01,4.028198649233500905e-01
-2.999999999999984901e-01,-1.999999999999984013e-01,4.139980621523547399e-01
-2.999999999999984901e-01,-9.999999999999831246e-02,4.216967470199806112e-01
-2.999999999999984901e-01,1.776356839400250465e-15,4.082098603910445100e-01
-2.999999999999984901e-01,1.000000000000018652e-01,4.297593410251360213e-01
-2.999999999999984901e-01,2.000000000000019540e-01,4.313048905679396361e-01
-2.999999999999984901e-01,3.000000000000020428e-01,4.318863578068108389e-01
-2.999999999999984901e-01,4.000000000000021316e-01,4.318931389015023825e-01
-2.999999999999984901e-01,5.000000000000022204e-01,4.315963610332389511e-01
-2.999999999999984901e-01,6.000000000000023093e-01,4.311635379522545386e-01
-2.999999999999984901e-01,7.000000000000023981e-01,4.306803600707843627e-01
-2.999999999999984901e-01,8.000000000000024869e-01,4.301699895750003555e-01
-2.999999999999984901e-01,9.000000000000025757e-01,4.296029713913915304e-01
-2.999999999999984901e-01,1.000000000000002665e+00,4.288826633855912229e-01
-2.999999999999984901e-01,1.100000000000002753e+00,3.076319159705784290e-01
-2.999999999999984901e-01,1.200000000000002842e+00,3.073158786273906817e-01
-2.999999999999984901e-01,1.300000000000002931e+00,1.487053664022165711e-01
-2.999999999999984901e-01,1.400000000000003020e+00,1.475136070878637351e-01
-2.999999999999984901e-01,1.500000000000003109e+00,1.464344279142100747e-01
-2.999999999999984901e-01,1.600000000000003197e+00,1.457126204092024369e-01
-2.999999999999984901e-01,1.700000000000003286e+00,8.426781897437898849e-02
-2.999999999999984901e-01,1.800000000000003375e+00,8.185934411457217175e-02
-2.999999999999984901e-01,1.900000000000003464e+00,7.231221835079444660e-02
-1.999999999999984013e-01,-2.000000000000000000e+00,2.278104192234363112e-01
-1.999999999999984013e-01,-1.899999999999999911e+00,2.506570175864411554e-01
-1.999999999999984013e-01,-1.799999999999999822e+00,2.717416777901560665e-01
-1.999999999999984013e-01,-1.699999999999999734e+00,2.897902436640322765e-01
-1.999999999999984013e-01,-1.599999999999999645e+00,3.055331179727807656e-01
-1.999999999999984013e-01,-1.499999999999999556e+00,3.192954425422918630e-01
-1.999999999999984013e-01,-1.399999999999999467e+00,3.482942944444794575e-01
-1.999999999999984013e-01,-1.299999999999999378e+00,3.490857171633060529e-01
-1.999999999999984013e-01,-1.199999999999999289e+00,3.542636639198104009e-01
-1.999999999999984013e-01,-1.099999999999999201e+00,3.610599324316869363e-01
-1.999999999999984013e-01,-9.999999999999991118e-01,3.684449883933572645e-01
-1.999999999999984013e-01,-8.999999999999990230e-01,3.758985777491964941e-01
-1.999999999999984013e-01,-7.999999999999989342e-01,3.831483406769264910e-01
-1.999999999999984013e-01,-6.999999999999988454e-01,3.900562444003877194e-01
-1.999999999999984013e-01,-5.999999999999987566e-01,3.965588766967428902e-01
-1.999999999999984013e-01,-4.999999999999986677e-01,4.383956562497781650e-01
-1.999999999999984013e-01,-3.999999999999985789e-01,4.532282169793416249e-01
-1.999999999999984013e-01,-2.999999999999984901e-01,4.604894772463732910e-01
-1.999999999999984013e-01,-1.999999999999984013e-01,4.647111139283123249e-01
-1.999999999999984013e-01,-9.999999999999831246e-02,4.668683231035305470e-01
-1.999999999999984013e-01,1.776356839400250465e-15,4.483030998862117533e-01
-1.999999999999984013e-01,1.000000000000018652e-01,4.674592314600967691e-01
-1.999999999999984013e-01,2.000000000000019540e-01,4.668463393597941935e-01
-1.999999999999984013e-01,3.000000000000020428e-01,4.660597882327818242e-01
