alpha,m,fitting
9.000000000000025757e-01,2.000000000000019540e-01,5.305355612812858723e-01
9.000000000000025757e-01,3.000000000000020428e-01,5.280987088394241136e-01
9.000000000000025757e-01,4.000000000000021316e-01,5.258491563021436832e-01
9.000000000000025757e-01,5.000000000000022204e-01,5.237431307746178710e-01
9.000000000000025757e-01,6.000000000000023093e-01,5.217072024589063384e-01
9.000000000000025757e-01,7.000000000000023981e-01,5.196273167887358602e-01
9.000000000000025757e-01,8.000000000000024869e-01,5.173424851464728524e-01
9.000000000000025757e-01,9.000000000000025757e-01,5.146505377065349052e-01
9.000000000000025757e-01,1.000000000000002665e+00,5.113324516746400317e-01
9.000000000000025757e-01,1.100000000000002753e+00,5.071948148462034345e-01
9.000000000000025757e-01,1.200000000000002842e+00,5.021182281996348085e-01
9.000000000000025757e-01,1.300000000000002931e+00,4.960909643651689183e-01
9.000000000000025757e-01,1.400000000000003020e+00,4.892115361932775075e-01
9.000000000000025757e-01,1.500000000000003109e+00,4.816602860810727527e-01
9.000000000000025757e-01,1.600000000000003197e+00,4.736555812131944543e-01
9.000000000000025757e-01,1.700000000000003286e+00,4.654132480586177789e-01
9.000000000000025757e-01,1.800000000000003375e+00,4.571200414064728879e-01
9.000000000000025757e-01,1.900000000000003464e+00,4.489223153064448302e-01
1.000000000000002665e+00,-2.000000000000000000e+00,4.404903892009854882e-01
1.000000000000002665e+00,-1.899999999999999911e+00,4.404903892009862654e-01
1.000000000000002665e+00,-1.799999999999999822e+00,4.404903892009868205e-01
1.000000000000002665e+00,-1.699999999999999734e+00,4.404903892009871536e-01
1.000000000000002665e+00,-1.599999999999999645e+00,4.404903892009873756e-01
1.000000000000002665e+00,-1.499999999999999556e+00,4.404903892009877642e-01
1.000000000000002665e+00,-1.399999999999999467e+00,4.404903892009877087e-01
1.000000000000002665e+00,-1.299999999999999378e+00,4.404903892009879862e-01
1.000000000000002665e+00,-1.199999999999999289e+00,4.404903892009882638e-01
1.000000000000002665e+00,-1.099999999999999201e+00,4.404903892009877087e-01
1.000000000000002665e+00,-9.999999999999991118e-01,4.404903892009882083e-01
1.000000000000002665e+00,-8.999999999999990230e-01,4.404903892009892075e-01
1.000000000000002665e+00,-7.999999999999989342e-01,4.404903892009889854e-01
1.000000000000002665e+00,-6.999999999999988454e-01,4.404903892009892075e-01
1.000000000000002665e+00,-5.999999999999987566e-01,4.404903892009896516e-01
1.000000000000002665e+00,-4.999999999999986677e-01,4.404903892009898181e-01
1.000000000000002665e+00,-3.999999999999985789e-01,4.404903892009898736e-01
1.000000000000002665e+00,-2.999999999999984901e-01,4.404903892009888744e-01
1.000000000000002665e+00,-1.999999999999984013e-01,4.404903892009890964e-01
1.000000000000002665e+00,-9.999999999999831246e-02,4.404903892009899291e-01
1.000000000000002665e+00,1.776356839400250465e-15,4.215082304902737498e-01
1.000000000000002665e+00,1.000000000000018652e-01,4.404903892009889854e-01
1.000000000000002665e+00,2.000000000000019540e-01,4.404903892009898181e-01
1.000000000000002665e+00,3.000000000000020428e-01,4.404903892009913724e-01
1.000000000000002665e+00,4.000000000000021316e-01,4.404903892009901512e-01
1.000000000000002665e+00,5.000000000000022204e-01,4.404903892009901512e-01
1.000000000000002665e+00,6.000000000000023093e-01,4.404903892009902622e-01
1.000000000000002665e+00,7.000000000000023981e-01,4.404903892009903177e-01
1.000000000000002665e+00,8.000000000000024869e-01,4.404903892009903177e-01
1.000000000000002665e+00,9.000000000000025757e-01,4.404903892009903177e-01
1.000000000000002665e+00,1.000000000000002665e+00,4.404903892009904287e-01
1.000000000000002665e+00,1.100000000000002753e+00,4.404903892009904287e-01
1.000000000000002665e+00,1.200000000000002842e+00,4.404903892009912614e-01
1.000000000000002665e+00,1.300000000000002931e+00,4.404903892009904287e-01
1.000000000000002665e+00,1.400000000000003020e+00,4.404903892009905397e-01
1.000000000000002665e+00,1.500000000000003109e+00,4.404903892009900401e-01
1.000000000000002665e+00,1.600000000000003197e+00,4.404903892009909838e-01
1.000000000000002665e+00,1.700000000000003286e+00,4.404903892009909838e-01
1.000000000000002665e+00,1.800000000000003375e+00,4.404903892009901512e-01
1.000000000000002665e+00,1.900000000000003464e+00,4.404903892009913724e-01
